,isbn13,isbn10,title,authors,categories,description,published_year,average_rating,num_pages,ratings_count,cleaned_description
182,9780060556501,0060556501,"The Lion, the Witch and the Wardrobe (picture book edition)",C. S. Lewis,Juvenile Fiction,"Narnia: A magical land full of wonder and excitement. A place where you will meet Aslan, the bravest of lions, and a beautiful but wicked Witch. There are lots of other fabulous creatures too: giants and dwarfs and animals that talk. It all begins when four children -- Peter, Susan, Edmund, and Lucy -- discover a strange old wardrobe. Stepping inside, they find that it's stranger still, because behind all the fur coats there is a wondrous land of trees and mountains, all glistening with snow. The White Witch has spread an icy winter everywhere. Only Aslan can defeat her and reverse her wicked spell. The children must find the lion before it is too late. If they fail, the Witch will make them her prisoners forever. In the fifty years since it was written, The Lion, the Witch And the Wardrobe has become one of the great classics of children's literature. Now younger children can share the magical experience, stepping into a world of enchantment that will forever lure them back.",2004,4,48,5012,narnia magical land full wonder excitement place meet aslan bravest lions beautiful wicked witch lots fabulous creatures too giants dwarfs animals talk begins four children peter susan edmund lucy discover strange old wardrobe stepping inside find stranger still behind fur coats wondrous land trees mountains glistening snow white witch spread icy winter everywhere aslan defeat reverse wicked spell children must find lion late fail witch make prisoners forever fifty years since written lion witch wardrobe become one great classics children s literature younger children share magical experience stepping world enchantment forever lure back
183,9780060556525,0060556528,Gold,Isaac Asimov,Fiction,"Gold is the final and crowning achievement of the fifty-year career of science fiction's transcendent genius, the world-famous author who defined the field of science fiction for its practitioners, its millions of readers, and the world at large. The first section contains stories that range from the humorous to the profound, at the heart of which is the title story, ""Gold,"" a moving and revealing drama about a writer who gambles everything on a chance at immortality: a gamble Asimov himself made -- and won. The second section contains the grand master's ruminations on the SF genre itself. And the final section is comprised of Asimov's thoughts on the craft and writing of science fiction.",2003,4,416,2393,gold final crowning achievement fifty year career science fiction s transcendent genius world famous author defined field science fiction practitioners millions readers world large first section contains stories range humorous profound heart title story gold moving revealing drama writer gambles everything chance immortality gamble asimov made won second section contains grand master s ruminations sf genre itself final section comprised asimov s thoughts craft writing science fiction
184,9780060564780,0060564784,The Kindness of Strangers,Katrina Kittle,Fiction,"A young widow raising two boys, Sarah Laden is struggling to keep her family together. But when a shocking revelation rips apart the family of her closest friend, Sarah finds herself welcoming yet another troubled young boy into her already tumultuous life. Jordan, a quiet, reclusive elementary school classmate of Sarah's son Danny, has survived a terrible ordeal. By agreeing to become Jordan's foster mother, Sarah will be forced to question the things she has long believed. And as the delicate threads that bind their family begin to unravel, all the Ladens will have to face difficult truths about themselves and one another—and discover the power of love necessary to forgive and to heal.",2007,4,400,11432,young widow raising two boys sarah laden struggling keep family together shocking revelation rips apart family closest friend sarah finds welcoming yet another troubled young boy already tumultuous life jordan quiet reclusive elementary school classmate sarah s son danny survived terrible ordeal agreeing become jordan s foster mother sarah forced question things long believed delicate threads bind family begin unravel ladens face difficult truths one anotherand discover power love necessary forgive heal
186,9780060566685,006056668X,Fluke,Christopher Moore,Fiction,"Just why do humpback whales sing? That's the question that has marine behavioral biologist Nate Quinn and his crew poking, charting, recording, and photographing very big, wet, gray marine mammals. Until the extraordinary day when a whale lifts its tail into the air to display a cryptic message spelled out in foot-high letters: Bite me. Trouble is, Nate's beginning to wonder if he hasn't spent just a little too much time in the sun. 'Cause no one else on his team saw a thing -- not his longtime partner, Clay Demodocus; not their saucy young research assistant; not even the spliff-puffing white-boy Rastaman Kona (né Preston Applebaum). But later, when a roll of film returns from the lab missing the crucial tail shot -- and his research facility is trashed -- Nate realizes something very fishy indeed is going on. By turns witty, irreverent, fascinating, puzzling, and surprising, Fluke is Christopher Moore at his outrageous best.",2004,4,321,34773,humpback whales sing that s question marine behavioral biologist nate quinn crew poking charting recording photographing big wet gray marine mammals extraordinary day whale lifts tail air display cryptic message spelled foot high letters bite me trouble is nate s beginning wonder spent little much time sun cause one else team saw thing longtime partner clay demodocus saucy young research assistant even spliff puffing white boy rastaman kona n preston applebaum later roll film returns lab missing crucial tail shot research facility trashed nate realizes something fishy indeed going on turns witty irreverent fascinating puzzling surprising fluke christopher moore outrageous best
187,9780060567231,0060567236,Lord of Light,Roger Zelazny,Fiction,"Earth is long since dead. On a colony planet, a band of men has gained control of technology, made themselves immortal, and now rules their world as the gods of the Hindu pantheon. Only one dares oppose them: he who was once Siddhartha and is now Mahasamatman. Binder of Demons. Lord of Light.",2004,4,296,22530,earth long since dead colony planet band men gained control technology made immortal rules world gods hindu pantheon one dares oppose them siddhartha mahasamatman binder demons lord light
188,9780060570583,006057058X,The Perennial Philosophy,Aldous Huxley,Philosophy,"The Perennial Philosophy is defined by its author as ""The metaphysic that recognizes a divine Reality substantial to the world of things and lives and minds."" With great wit and stunning intellect, Aldous Huxley examines the spiritual beliefs of various religious traditions and explains them in terms that are personally meaningful.",2004,4,336,2959,perennial philosophy defined author the metaphysic recognizes divine reality substantial world things lives minds great wit stunning intellect aldous huxley examines spiritual beliefs various religious traditions explains terms personally meaningful
190,9780060572969,0060572965,Dead Witch Walking,Kim Harrison,Fiction,"All the creatures of the night gather in ""the Hollows"" of Cincinnati, to hide, to prowl, to party ... and to feed. Vampires rule the darkness in a predator-eat-predator world rife with dangers beyond imagining -- and it’s Rachel Morgan's job to keep that world civilized. A bounty hunter and witch with serious sex appeal and an attitude, she'll bring 'em back alive, dead ... or undead.",2004,4,416,97105,creatures night gather the hollows cincinnati hide prowl party feed vampires rule darkness predator eat predator world rife dangers beyond imagining rachel morgan s job keep world civilized bounty hunter witch serious sex appeal attitude she ll bring em back alive dead undead
191,9780060572976,0060572973,"The Good, the Bad, and the Undead",Kim Harrison,Fiction,"It's a tough life for witch Rachel Morgan, sexy, independent bounty hunter, prowling the darkest shadows of downtown Cincinnati for criminal creatures of the night. She can handle the leather-clad vamps and even tangle with a cunning demon or two. But a serial killer who feeds on the experts in the most dangerous kind of black magic is definitely pressing the limits. Confronting an ancient, implacable evil is more than just child's play -- and this time, Rachel will be lucky to escape with her very soul.",2005,4,453,53112,tough life witch rachel morgan sexy independent bounty hunter prowling darkest shadows downtown cincinnati criminal creatures night handle leather clad vamps even tangle cunning demon two serial killer feeds experts dangerous kind black magic definitely pressing limits confronting ancient implacable evil child s play time rachel lucky escape soul
192,9780060574215,0060574216,"Men Are from Mars, Women Are from Venus",John Gray,Family & Relationships,"Rediscover the most famous relationship book ever published Once upon a time Martians and Venusians met, fell in love, and had happy relationships together because they respected and accepted their differences. Then they came to Earth and amnesia set in: they forgot they were from different planets. Based on years of successful counseling of couples and individuals, Men Are from Mars, Women Are from Venus has helped millions of couples transform their relationships. Now viewed as a modern classic, this phenomenal book has helped men and women realize how different they can be in their communication styles, their emotional needs, and their modes of behavior—and offers the secrets of communicating without conflicts, allowing couples to give intimacy every chance to grow.",2004,4,368,126108,rediscover famous relationship book ever published upon time martians venusians met fell love happy relationships together respected accepted differences came earth amnesia set in forgot different planets based years successful counseling couples individuals men mars women venus helped millions couples transform relationships viewed modern classic phenomenal book helped men women realize different communication styles emotional needs modes behaviorand offers secrets communicating without conflicts allowing couples give intimacy every chance grow
193,9780060575816,0060575816,Sabriel (adult),Garth Nix,Fiction,"Sabriel, daughter of the necromancer Abhorsen, must journey into the mysterious and magical Old Kingdom to rescue her father from the Land of the Dead.",2004,4,311,1296,sabriel daughter necromancer abhorsen must journey mysterious magical old kingdom rescue father land dead
194,9780060577049,0060577045,Slouching Toward Nirvana,Charles Bukowski,Poetry,"in this place there are the dead, the deadly and the dying. there is the cross, the builders of the cross and the burners of the cross. the pattern of my life forms like a cheap shadow on the wall before me. my love what is left of it now must crawl to wherever it can crawl. the strongest know that death is final and the happiest are those gifted with the shortest journey.",2006,4,288,1901,place dead deadly dying cross builders cross burners cross pattern life forms like cheap shadow wall me love left must crawl wherever crawl strongest know death final happiest gifted shortest journey
195,9780060577865,006057786X,Bad Childhood---Good Life,Laura Schlessinger,Self-Help,"Exploring how the past influences the present, the author discusses how to understand each individual's unique coping style and how to tap into the extraordinary quality of human spirit that will create the transition from victim to victor.",2006,4,272,502,exploring past influences present author discusses understand individual s unique coping style tap extraordinary quality human spirit create transition victim victor
196,9780060578114,0060578114,Cat Cross Their Graves,Shirley Rousseau Murphy,Fiction,"The beautiful, serene village of Molena Point, California is the type of place where people go to get away from the harsher realities of life––which is what attracted classic film star Patty Rose to buy the village inn, and settle down to enjoy her golden years. But as the town gathers to celebrate and honor the beautiful, aging actress with a festival of her old films, Patty is brutally murdered––to the horror and shock of this peaceful burg. A gentle tortoiseshell cat, Kit, has been enjoying a retreat to the animal–loving actress's inn, where she's spending time with her feline friends Dulcie, and the slick tomcat sleuth, Joe Grey. But her relaxation is cut short when she hears the gunshots that end Patty's life, and sees her dead body sprawled on the inn's front steps. She glimpses the killer racing into the parking garage, and soon follows his trail. Joe and Dulcie must now follow the naïve Kit's trail, and keep her from getting into serious trouble. To complicate matters, Joe discovers that Dulcie has been hiding a runaway child––one of the lucky humans that these special cats choose to talk to––who has now been kidnapped, likely by the same man who killed their famous friend. In the end, the little girl's abduction leads them to Patty's killer, and the feline friends are all united––but they all must mourn a departed friend as they stand beside the newly laid grave of Patty Rose.",2005,4,385,481,beautiful serene village molena point california type place people go get away harsher realities lifewhich attracted classic film star patty rose buy village inn settle enjoy golden years town gathers celebrate honor beautiful aging actress festival old films patty brutally murderedto horror shock peaceful burg gentle tortoiseshell cat kit enjoying retreat animalloving actress s inn spending time feline friends dulcie slick tomcat sleuth joe grey relaxation cut short hears gunshots end patty s life sees dead body sprawled inn s front steps glimpses killer racing parking garage soon follows trail joe dulcie must follow nave kit s trail keep getting serious trouble complicate matters joe discovers dulcie hiding runaway childone lucky humans special cats choose talk towho kidnapped likely man killed famous friend end little girl s abduction leads patty s killer feline friends unitedbut must mourn departed friend stand beside newly laid grave patty rose
197,9780060578121,0060578122,Cat Breaking Free,Shirley Rousseau Murphy,Fiction,"The fur starts flying when a gang from L.A. comes up to tranquil Molena Point, California, and begins breaking into the village's quaint shops. The fur of Joe Grey, Feline P.I., that is. After all, Molena Point has been his home since he was a kitten eating scraps from the garbage behind the local delicatessen, and he doesn't take well to marauding strangers. Joe even wonders whether the blonde who's moved into next to his human companion Clyde could be a part of the gang––she's been acting pretty suspicious lately. But when the strangers start trapping and caging feral cats––speaking cats like Joe and his girlfriend Dulcie––it proves too much for the intrepid four–footed detective. And when one of the gang is murdered, and a second mysterious death comes to light, he has no choice but to try to stop the crimes. Joe, Dulcie, and their tattercoat friend Kit, who used to be a stray herself, are deep into the investigation when they are able to release the three trapped cats. But as Kit leads them away to freedom, will she herself return to that wild life?",2006,4,375,204,fur starts flying gang l a comes tranquil molena point california begins breaking village s quaint shops fur joe grey feline p i is all molena point home since kitten eating scraps garbage behind local delicatessen take well marauding strangers joe even wonders whether blonde who s moved next human companion clyde could part gangshe s acting pretty suspicious lately strangers start trapping caging feral catsspeaking cats like joe girlfriend dulcieit proves much intrepid fourfooted detective one gang murdered second mysterious death comes light choice try stop crimes joe dulcie tattercoat friend kit used stray herself deep investigation able release three trapped cats kit leads away freedom return wild life
198,9780060580339,006058033X,Slider,Patrick Robinson,Sports & Recreation,"Each summer, on the fields of glorious Cape Marlin, off the New England coast, the nation's best college players gather to play the most important baseball of their lives. Jack Faber is a young hotshot pitcher with an unhittable slider and a rocket for a fastball. He plays for the fabled Seapuit Seawolves and dreams of making the Big Show. But a new coach, the scowling Bruno Riazzi, a former pro catcher, resents the kid's celebrity status and decides to knock him down a peg or two. And he stops at nothing to make it happen. Humiliated, Jack loses his lifelong art, and with it his passion for the game, as well as, mysteriously, his ability to throw. A devastated Jack Faber is released from the St. Charles College roster. But the Seawolves coaches won't give up on him. They bring Jack back to Cape Marlin, determined to help him rediscover his lost talent. He finds himself again under the summer sun, coaches and old friends standing by him. But in the end it will be up to Jack. Based on a true story, Slider celebrates the national pastime, a game that can break grown men's hearts -- as well as make them whole again.",2004,4,416,64,summer fields glorious cape marlin new england coast nation s best college players gather play important baseball lives jack faber young hotshot pitcher unhittable slider rocket fastball plays fabled seapuit seawolves dreams making big show new coach scowling bruno riazzi former pro catcher resents kid s celebrity status decides knock peg two stops nothing make happen humiliated jack loses lifelong art passion game well as mysteriously ability throw devastated jack faber released st charles college roster seawolves coaches give him bring jack back cape marlin determined help rediscover lost talent finds summer sun coaches old friends standing him end jack based true story slider celebrates national pastime game break grown men s hearts well make whole again
200,9780060584023,0060584025,Metro Girl,Janet Evanovich,Fiction,"Alexandra (Barney) Barnaby roars onto the Miami Beach scene in hot pursuit of her missing baby brother, ""Wild"" Bill. Leave it to the maverick of the family to get Barney involved with high-speed car chases, a search for sunken treasure, and Sam Hooker, a NASCAR driver who’s good at revving a woman's engine. Engaged in a deadly race, Bill has ""borrowed"" Hooker's sixty-five-foot Hatteras and sailed off into the sunset...just when Hooker has plans for the boat. Hooker figures he'll attach himself to Barney and maybe run into scumbag Bill. And better yet, maybe he'll get lucky in love with Bill's sweetie pie sister. The pedal will have to go to metal if Barney and Hooker want to be the first to cross the finish line, save Bill, Hooker's boat...and maybe the world.",2005,4,374,28414,alexandra barney barnaby roars onto miami beach scene hot pursuit missing baby brother wild bill leave maverick family get barney involved high speed car chases search sunken treasure sam hooker nascar driver whos good revving woman s engine engaged deadly race bill borrowed hooker s sixty five foot hatteras sailed sunset just hooker plans boat hooker figures he ll attach barney maybe run scumbag bill better yet maybe he ll get lucky love bill s sweetie pie sister pedal go metal barney hooker want first cross finish line save bill hooker s boat and maybe world
202,9780060584757,0060584750,Mystic River,Dennis Lehane,Fiction,"When they were children, Sean Devine, Jimmy Marcus, and Dave Boyle were friends. But then a strange car pulled up to their street. One boy got into the car, two did not, and something terrible happened -- something that ended their friendship and changed all three boys forever. Twenty-five years later, Sean is a homicide detective. Jimmy is an ex-con who owns a corner store. And Dave is trying to hold his marriage together and keep his demons at bay -- demons that urge him to do terrible things. When Jimmy's daughter is found murdered, Sean is assigned to the case. His investigation brings him into conflict with Jimmy, who finds his old criminal impulses tempt him to solve the crime with brutal justice. And then there is Dave, who came home the night Jimmy's daughter died covered in someone else's blood. A tense and unnerving psychological thriller, Mystic River is also an epic novel of love and loyalty, faith and family, in which people irrevocably marked by the past find themselves on a collision course with the darkest truths of their own hidden selves.",2003,4,416,105317,children sean devine jimmy marcus dave boyle friends strange car pulled street one boy got car two not something terrible happened something ended friendship changed three boys forever twenty five years later sean homicide detective jimmy ex con owns corner store dave trying hold marriage together keep demons bay demons urge terrible things jimmy s daughter found murdered sean assigned case investigation brings conflict jimmy finds old criminal impulses tempt solve crime brutal justice dave came home night jimmy s daughter died covered someone else s blood tense unnerving psychological thriller mystic river also epic novel love loyalty faith family people irrevocably marked past find collision course darkest truths hidden selves
204,9780060587031,0060587032,The Day I Swapped My Dad for Two Goldfish,Neil Gaiman,Juvenile Fiction,"""I'll swap you my dad,"" I said. ""Oh-oh,"" said my little sister. What if you wanted your best friend's two goldfish so much that you'd swap anything for them, even your father? What if your mother came home and found out what you'd done?",2006,4,64,280,i ll swap dad said oh oh said little sister wanted best friend s two goldfish much swap anything them even father mother came home found done
206,9780060589462,0060589469,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,Psychology,"One of the most important and influential books written in the past half-century, Robert M. Pirsig's Zen and the Art of Motorcycle Maintenance is a powerful, moving, and penetrating examination of how we live . . . and a breathtaking meditation on how to live better. Here is the book that transformed a generation: an unforgettable narration of a summer motorcycle trip across America's Northwest, undertaken by a father and his young son. A story of love and fear -- of growth, discovery, and acceptance -- that becomes a profound personal and philosophical odyssey into life's fundamental questions, this uniquely exhilarating modern classic is both touching and transcendent, resonant with the myriad confusions of existence . . . and the small, essential triumphs that propel us forward.",2006,4,540,157734,one important influential books written past half century robert m pirsig s zen art motorcycle maintenance powerful moving penetrating examination live breathtaking meditation live better book transformed generation unforgettable narration summer motorcycle trip across america s northwest undertaken father young son story love fear growth discovery acceptance becomes profound personal philosophical odyssey life s fundamental questions uniquely exhilarating modern classic touching transcendent resonant myriad confusions existence small essential triumphs propel us forward
207,9780060590154,0060590157,Ulysses S. Grant,Michael Korda,Biography & Autobiography,"One of the first two volumes in Harper's Eminent Lives series, Korda brings his acclaimed storytelling talents to the life of Ulysses S. Grant – a man who managed to end the Civil War on a note of grace, serve two terms as president, write one of the most successful military memoirs in American literature, and is today remembered as a brilliant general but a failed president. Ulysses S. Grant was the first officer since George Washington to become a four–star general in the United States Army, and the only president between Andrew Jackson and Woodrow Wilson to serve eight consecutive years in the White House. In this succinct and vivid biography, Michael Korda considers Grant's character and reconciles the conflicting evaluations of his leadership abilities. Grant's life played out as a true Horatio Alger story. Despite his humble background as the son of a tanner in Ohio, his lack of early success in the army, and assorted failed business ventures, his unwavering determination propelled him through the ranks of military leadership and into the presidency. But while the general's tenacity and steadfastness contributed to his success on the battlefield, it both aided and crippled his effectiveness in the White House. Assessing Grant both within the context of his time and in contrast to more recent American leaders, Korda casts a benevolent eye on Grant's presidency while at the same time conceding his weaknesses. He suggests that though the general's second term ended in financial and political scandals, the fact remains that for eight years Grant exerted a calming influence on a country that had only just emerged from a horrendous civil war. Ulysses S. Grant is an even–handed and stirring portrait of a man who guided America through a pivotal juncture in its history.",2004,4,176,410,one first two volumes harper s eminent lives series korda brings acclaimed storytelling talents life ulysses s grant man managed end civil war note grace serve two terms president write one successful military memoirs american literature today remembered brilliant general failed president ulysses s grant first officer since george washington become fourstar general united states army president andrew jackson woodrow wilson serve eight consecutive years white house succinct vivid biography michael korda considers grant s character reconciles conflicting evaluations leadership abilities grant s life played true horatio alger story despite humble background son tanner ohio lack early success army assorted failed business ventures unwavering determination propelled ranks military leadership presidency general s tenacity steadfastness contributed success battlefield aided crippled effectiveness white house assessing grant within context time contrast recent american leaders korda casts benevolent eye grant s presidency time conceding weaknesses suggests though general s second term ended financial political scandals fact remains eight years grant exerted calming influence country emerged horrendous civil war ulysses s grant evenhanded stirring portrait man guided america pivotal juncture history
208,9780060590277,0060590270,A Dirty Job,Christopher Moore,Fiction,"Charlie Asher is a pretty normal guy. A little hapless, somewhat neurotic, sort of a hypochondriac. He's what's known as a Beta Male: the kind of fellow who makes his way through life by being careful and constant -- you know, the one who's always there to pick up the pieces when the girl gets dumped by the bigger/taller/stronger Alpha Male. But Charlie's been lucky. He owns a building in the heart of San Francisco, and runs a secondhand store with the help of a couple of loyal, if marginally insane, employees. He's married to a bright and pretty woman who actually loves him for his normalcy. And she, Rachel, is about to have their first child. Yes, Charlie's doing okay for a Beta. That is, until the day his daughter, Sophie, is born. Just as Charlie -- exhausted from the birth -- turns to go home, he sees a strange man in mint-green golf wear at Rachel's hospital bedside, a man who claims that no one should be able to see him. But see him Charlie does, and from here on out, things get really weird. . . . People start dropping dead around him, giant ravens perch on his building, and it seems that everywhere he goes, a dark presence whispers to him from under the streets. Strange names start appearing on his nightstand notepad, and before he knows it, those people end up dead, too. Yup, it seems that Charlie Asher has been recruited for a new job, an unpleasant but utterly necessary one: Death. It's a dirty job. But hey, somebody's gotta do it. Christopher Moore, the man whose Lamb served up Jesus' ""missing years"" (with the funny parts left in), and whose Fluke found the deep humor in whale researchers' lives, now shines his comic light on the undiscovered country we all eventually explore -- death and dying -- and the results are hilarious, heartwarming, and a hell of a lot of fun.",2006,4,387,88016,charlie asher pretty normal guy little hapless somewhat neurotic sort hypochondriac he s what s known beta male kind fellow makes way life careful constant know one who s always pick pieces girl gets dumped bigger taller stronger alpha male charlie s lucky owns building heart san francisco runs secondhand store help couple loyal marginally insane employees he s married bright pretty woman actually loves normalcy she rachel first child yes charlie s okay beta is day daughter sophie born charlie exhausted birth turns go home sees strange man mint green golf wear rachel s hospital bedside man claims one able see him see charlie does out things get really weird people start dropping dead around him giant ravens perch building seems everywhere goes dark presence whispers streets strange names start appearing nightstand notepad knows it people end dead too yup seems charlie asher recruited new job unpleasant utterly necessary one death dirty job hey somebody s gotta it christopher moore man whose lamb served jesus missing years with funny parts left in whose fluke found deep humor whale researchers lives shines comic light undiscovered country eventually explore death dying results hilarious heartwarming hell lot fun
209,9780060593087,0060593083,Quicksilver,Neal Stephenson,Fiction,"Quicksilver is the story of Daniel Waterhouse, fearless thinker and conflicted Puritan, pursuing knowledge in the company of the greatest minds of Baroque-era Europe, in a chaotic world where reason wars with the bloody ambitions of the mighty, and where catastrophe, natural or otherwise, can alter the political landscape overnight. It is a chronicle of the breathtaking exploits of ""Half-Cocked Jack"" Shaftoe -- London street urchin turned swashbuckling adventurer and legendary King of the Vagabonds -- risking life and limb for fortune and love while slowly maddening from the pox. And it is the tale of Eliza, rescued by Jack from a Turkish harem to become spy, confidante, and pawn of royals in order to reinvent Europe through the newborn power of finance. A gloriously rich, entertaining, and endlessly inventive novel that brings a remarkable age and its momentous events to vivid life, Quicksilver is an extraordinary achievement from one of the most original and important literary talents of our time. And it's just the beginning ...",2004,4,927,29981,quicksilver story daniel waterhouse fearless thinker conflicted puritan pursuing knowledge company greatest minds baroque era europe chaotic world reason wars bloody ambitions mighty catastrophe natural otherwise alter political landscape overnight chronicle breathtaking exploits half cocked jack shaftoe london street urchin turned swashbuckling adventurer legendary king vagabonds risking life limb fortune love slowly maddening pox tale eliza rescued jack turkish harem become spy confidante pawn royals order reinvent europe newborn power finance gloriously rich entertaining endlessly inventive novel brings remarkable age momentous events vivid life quicksilver extraordinary achievement one original important literary talents time beginning
211,9780060593636,0060593636,Flirting With Danger,Suzanne Enoch,Fiction,"In her dazzling romantic suspense debut, USA Today bestselling author Suzanne Enoch brings us a thrilling tale about a thief who needs to prove she's no murderer and the millionaire who loves her. Samantha Jellicoe is a thief and proud of it. Raised to appreciate the finer things in life, Sam has no trouble divesting the wealthy of their treasures. This all changed, however, the night she attempts to steal a valuable item from a Palm Beach estate. Before she knew what hit her, a bomb goes off, a guard is killed, and Sam ends up saving millionaire Richard Addison. She's a good thief and will own up to her jobs, but if anyone thinks to tie her to murder, they better think again. On any other night, having a one hundred plus pounds of female fling herself at you is a good thing. But on this particular night, Richard Addison is mad as hell. Not only did he just have his gallery blown up-with him about to enter it-but the woman who rescued him didn't stick around to offer any explanations. When the dust settles, Rick knows the only person with answers to his questions is the mystery woman. And if she thinks she can hide from him, she better think again.",2005,4,384,3519,dazzling romantic suspense debut usa today bestselling author suzanne enoch brings us thrilling tale thief needs prove murderer millionaire loves her samantha jellicoe thief proud it raised appreciate finer things life sam trouble divesting wealthy treasures changed however night attempts steal valuable item palm beach estate knew hit her bomb goes off guard killed sam ends saving millionaire richard addison good thief jobs anyone thinks tie murder better think again night one hundred plus pounds female fling good thing particular night richard addison mad hell gallery blown up with enter it but woman rescued stick around offer explanations dust settles rick knows person answers questions mystery woman thinks hide him better think again
213,9780060595180,0060595183,The Doors of Perception and Heaven and Hell,Aldous Huxley,Philosophy,"The acclaimed novelist and critic describes his personal experimentation with the little-known drug mescaline and explores the nature of visionary experience, in an omnibus edition containing the two classic works The Doors of Perception and Heaven and Hell. Reissue.",2004,4,187,27716,acclaimed novelist critic describes personal experimentation little known drug mescaline explores nature visionary experience omnibus edition containing two classic works doors perception heaven hell reissue
214,9780060598808,0060598808,Thanksgiving,Janet Evanovich,Fiction,"When Megan Murphy discovered a floppy-eared rabbit gnawing on the hem of her skirt, she meant to give its careless owner a piece of her mind, but Dr. Patrick Hunter was too attractive to stay mad at for long. Soon the two are making Thanksgiving dinner for their families.",2006,4,228,10334,megan murphy discovered floppy eared rabbit gnawing hem skirt meant give careless owner piece mind dr patrick hunter attractive stay mad long soon two making thanksgiving dinner families
217,9780060598891,0060598891,The Rocky Road to Romance,Janet Evanovich,Fiction,"Her tall, dark, and deliciously dangerous boss . . . When the delightful, daffy Dog Lady of station WZZZ offered to take on the temporary job of traffic reporter, Steve Crow tried to think of reasons to turn Daisy Adams down. Perhaps he knew that sharing the close quarters of a car with her for hours would give the handsome program director no room to resist her quirky charms. He'd always favored low-slung sportscars and high-heeled women, but that was before he fell for a free spirit who caught crooks by accident, loved old people and pets, and had just too many jobs! Loving Daisy turned Steve's life upside down, especially once he adopted Bob, a huge dog masquerading as a couch potato. But was Daisy finally ready to play for keeps?",2004,4,249,9470,tall dark deliciously dangerous boss delightful daffy dog lady station wzzz offered take temporary job traffic reporter steve crow tried think reasons turn daisy adams down perhaps knew sharing close quarters car hours would give handsome program director room resist quirky charms he d always favored low slung sportscars high heeled women fell free spirit caught crooks accident loved old people pets many jobs loving daisy turned steve s life upside down especially adopted bob huge dog masquerading couch potato daisy finally ready play keeps
218,9780060598969,0060598964,Thomas Jefferson,Christopher Hitchens,Biography & Autobiography,"In this unique biography of Thomas Jefferson, leading journalist and social critic Christopher Hitchens offers a startlingly new and provocative interpretation of our Founding Father. Situating Jefferson within the context of America's evolution and tracing his legacy over the past two hundred years, Hitchens brings the character of Jefferson to life as a man of his time and also as a symbolic figure beyond it. Conflicted by power, Jefferson wrote the Declaration of Independence and acted as Minister to France yet yearned for a quieter career in the Virginia legislature. Predicting that slavery would shape the future of America's development, this professed proponent of emancipation elided the issue in the Declaration and continued to own human property. An eloquent writer, he was an awkward public speaker; a reluctant candidate, he left an indelible presidential legacy. Jefferson's statesmanship enabled him to negotiate the Louisiana Purchase with France, doubling the size of the nation, and he authorized the Lewis and Clark expedition, opening up the American frontier for exploration and settlement. Hitchens also analyzes Jefferson's handling of the Barbary War, a lesser-known chapter of his political career, when his attempt to end the kidnapping and bribery of Americans by the Barbary states, and the subsequent war with Tripoli, led to the building of the U.S. navy and the fortification of America's reputation regarding national defense. In the background of this sophisticated analysis is a large historical drama: the fledgling nation's struggle for independence, formed in the crucible of the eighteenth-century Enlightenment, and, in its shadow, the deformation of that struggle in the excesses of the French Revolution. This artful portrait of a formative figure and a turbulent era poses a challenge to anyone interested in American history -- or in the ambiguities of human nature.",2005,4,188,2181,unique biography thomas jefferson leading journalist social critic christopher hitchens offers startlingly new provocative interpretation founding father situating jefferson within context america s evolution tracing legacy past two hundred years hitchens brings character jefferson life man time also symbolic figure beyond it conflicted power jefferson wrote declaration independence acted minister france yet yearned quieter career virginia legislature predicting slavery would shape future america s development professed proponent emancipation elided issue declaration continued human property eloquent writer awkward public speaker reluctant candidate left indelible presidential legacy jefferson s statesmanship enabled negotiate louisiana purchase france doubling size nation authorized lewis clark expedition opening american frontier exploration settlement hitchens also analyzes jefferson s handling barbary war lesser known chapter political career attempt end kidnapping bribery americans barbary states subsequent war tripoli led building u s navy fortification america s reputation regarding national defense background sophisticated analysis large historical drama fledgling nation s struggle independence formed crucible eighteenth century enlightenment and shadow deformation struggle excesses french revolution artful portrait formative figure turbulent era poses challenge anyone interested american history ambiguities human nature
